Order No,Order Date,Order Year,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Order Quantity,Cost Price,Retail Price,Profit Margin,Total
5841-1,3/25/2015,2015,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,34,$1.53 ,$2.78 ,$1.25 ,$95.86 
5842-1,3/30/2015,2015,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,UGen Ultra Cordless Optical Suite,Technology,Small Box,13,$54.52 ,$100.97 ,$46.45 ,"$1,241.03 "
5843-1,4/4/2015,2015,Valerie Mitchum,8/2 Edward Street,Perth,WA,Home Office,Natasha Song,Medium,Cando S750 Color Inkjet Printer,Technology,Jumbo Drum,38,$75.00 ,$120.97 ,$45.97 ,"$4,209.44 "
5845-1,4/4/2015,2015,Michael Paige,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,High,Unpadded Memo Slips,Office Supplies,Wrap Bag,2,$2.59 ,$3.98 ,$1.39 ,$10.61 
5847-1,4/8/2015,2015,Carol Triggs,15 Aberdeen Street,Perth,WA,Home Office,Radhya Staples,Critical,Artisan Durable Poly Binders,Office Supplies,Small Box,9,$3.37 ,$5.53 ,$2.16 ,$52.27 
5848-1,4/8/2015,2015,Craig Molinari,"Shop 1 797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,13,$3.48 ,$5.43 ,$1.95 ,$70.13 
5850-1,4/10/2015,2015,Bradley Nguyen,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,High,"Alto Six-Outlet Power Strip, 4 Cord Length",Office Supplies,Small Box,50,$3.53 ,$8.62 ,$5.09 ,$405.33 
5852-1,4/10/2015,2015,Katrina Edelman,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Critical,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,19,$1.53 ,$2.78 ,$1.25 ,$50.99 
5854-1,4/11/2015,2015,Anthony Rawles,"10 Lake Street, Perth",Perth,WA,Small Business,Mihael Khan,Medium,TechSavi Access Keyboard,Technology,Small Box,40,$10.07 ,$15.98 ,$5.91 ,$636.81 
5856-1,4/13/2015,2015,Alejandro Grove,"155 Oxford Street,Darlinghurst",Sydney,NSW,Corporate,Samantha Chairs,High,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,42,$2.16 ,$3.85 ,$1.69 ,$160.78 
5857-1,4/18/2015,2015,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Medium,Artisan Durable Poly Binders,Office Supplies,Small Box,30,$3.37 ,$5.53 ,$2.16 ,$171.22 
5859-1,4/18/2015,2015,Arthur Gainer,"14/76 Newcastle Street, Perth",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Durable Poly Binders,Office Supplies,Small Box,27,$3.37 ,$5.53 ,$2.16 ,$150.32 
5861-1,4/18/2015,2015,Trudy Schmidt,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Small Business,Preston Senome,Medium,Binder Posts,Office Supplies,Small Box,23,$3.50 ,$5.74 ,$2.24 ,$129.11 
5863-1,4/19/2015,2015,Thais Sissman,8 Orange Street,Perth,WA,Corporate,Tina Carlton,Not Specified,Beekin 105-Key Black Keyboard,Technology,Small Box,6,$6.39 ,$19.98 ,$13.59 ,$114.29 
5865-1,4/20/2015,2015,Art Ferguson,"14 Money Street, Perth",Sydney,NSW,Corporate,Mihael Khan,High,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,12,$2.98 ,$5.84 ,$2.86 ,$69.51 
5867-1,4/23/2015,2015,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,High,HFX LaserJet 3310 Copier,Technology,Large Box,50,$377.99 ,$599.99 ,$222.00 ,"$27,324.04 "
5868-1,4/24/2015,2015,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Wrap Bag,31,$1.76 ,$3.38 ,$1.62 ,$101.44 
5869-1,4/25/2015,2015,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,Bagged Rubber Bands,Office Supplies,Wrap Bag,35,$0.24 ,$1.26 ,$1.02 ,$40.39 
5869-2,4/25/2015,2015,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,8,$2.39 ,$4.26 ,$1.87 ,$31.87 
5870-1,4/25/2015,2015,Frank Carlisle,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,Cando PC940 Copier,Technology,Large Box,2,$216.00 ,$449.99 ,$233.99 ,$852.47 
5871-1,4/26/2015,2015,Thomas Boland,18 Robinson Avenue,Perth,WA,Corporate,Mihael Khan,Critical,1726 Digital Answering Machine,Technology,Medium Box,19,$8.82 ,$20.99 ,$12.17 ,$399.63 
5872-1,4/26/2015,2015,Greg Tran,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,6,$13.88 ,$22.38 ,$8.50 ,$149.38 
5873-1,4/28/2015,2015,Dianna Arnett,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,Artisan Hanging File Binders,Office Supplies,Small Box,50,$3.65 ,$5.98 ,$2.33 ,$273.58 
5875-1,4/28/2015,2015,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Emerson Stylus 1520 Color Inkjet Printer,Technology,Jumbo Drum,44,$315.61 ,$500.97 ,$185.36 ,"$20,128.14 "
5877-1,4/29/2015,2015,Chuck Clark,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Low,Artisan 474 Labels,Office Supplies,Small Box,29,$1.84 ,$2.88 ,$1.04 ,$82.00 
5879-1,4/30/2015,2015,Pauline Webber,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,High,Artisan Poly Binder Pockets,Office Supplies,Small Box,7,$2.26 ,$3.58 ,$1.32 ,$28.27 
5881-1,5/1/2015,2015,Chad McGuire,"73 MacLeay St,Potts Point",Sydney,NSW,Small Business,Natasha Song,Not Specified,Smiths File Caddy,Office Supplies,Small Box,31,$4.03 ,$9.38 ,$5.35 ,$274.80 
5882-1,5/2/2015,2015,Denny Blanton,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Critical,Apex Elite Stainless Steel Scissors,Office Supplies,Small Pack,21,$3.42 ,$8.34 ,$4.92 ,$172.53 
5884-1,5/3/2015,2015,Suzanne McNair,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Critical,TechSavi Access Keyboard,Technology,Small Box,26,$10.07 ,$15.98 ,$5.91 ,$407.02 
5885-1,5/4/2015,2015,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Corporate,Samantha Chairs,High,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,18,$84.22 ,$210.55 ,$126.33 ,"$3,610.40 "
5886-1,5/6/2015,2015,Michelle Lonsdale,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,45,$13.88 ,$22.38 ,$8.50 ,$971.85 
5887-1,5/10/2015,2015,Thomas Boland,18 Robinson Avenue,Perth,WA,Corporate,Mihael Khan,Not Specified,UGen Ultra Cordless Optical Suite,Technology,Small Box,15,$54.52 ,$100.97 ,$46.45 ,"$1,370.28 "
5888-1,5/11/2015,2015,Bill Stewart,"18 Robinson Avenue, Perth",Sydney,NSW,Corporate,Tina Carlton,Medium,Apex Box Cutter Scissors,Office Supplies,Small Pack,46,$4.19 ,$10.23 ,$6.04 ,$451.73 
5888-2,5/11/2015,2015,Bill Stewart,"18 Robinson Avenue, Perth",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,4,$3.65 ,$5.98 ,$2.33 ,$23.74 
5891-1,5/12/2015,2015,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,High,"Adams ""While You Were Out"" Message Pads",Office Supplies,Wrap Bag,50,$1.88 ,$3.14 ,$1.26 ,$158.14 
5893-1,5/14/2015,2015,Ricardo Block,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Medium,Bagged Rubber Bands,Office Supplies,Wrap Bag,35,$0.24 ,$1.26 ,$1.02 ,$42.15 
5894-1,5/14/2015,2015,Shui Tom,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,11,$178.83 ,$415.88 ,$237.05 ,"$4,311.57 "
5896-1,5/15/2015,2015,Penelope Sewall,"96 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,High,Apex Straight Scissors,Office Supplies,Small Pack,23,$5.19 ,$12.98 ,$7.79 ,$298.69 
5898-1,5/17/2015,2015,Frank Hawley,"Shop 1 797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,33,$12.39 ,$19.98 ,$7.59 ,$605.77 
5899-1,5/18/2015,2015,Roy Collins,6 Brookman Street,Perth,WA,Corporate,Natasha Song,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,11,$54.29 ,$90.48 ,$36.19 ,$975.46 
5900-1,5/18/2015,2015,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,29,$1.19 ,$1.98 ,$0.79 ,$57.02 
5902-1,5/18/2015,2015,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,Laser DVD-RAM discs,Technology,Small Pack,1,$20.18 ,$35.41 ,$15.23 ,$33.86 
5904-1,5/19/2015,2015,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan Durable Binders,Office Supplies,Small Box,16,$1.84 ,$2.88 ,$1.04 ,$45.27 
5906-1,5/20/2015,2015,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,Artisan Durable Binders,Office Supplies,Small Box,26,$1.84 ,$2.88 ,$1.04 ,$70.38 
5907-1,5/20/2015,2015,Allen Armold,"101/12 Victoria Ave, Perth",Melbourne,VIC,Home Office,Connor Betts,Critical,Laser DVD-RAM discs,Technology,Small Pack,49,$20.18 ,$35.41 ,$15.23 ,"$1,702.38 "
5908-1,5/20/2015,2015,Alan Shonely,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,UGen RF Keyboard,Technology,Small Box,19,$81.59 ,$159.99 ,$78.40 ,"$2,741.33 "
5909-1,5/22/2015,2015,Thomas Boland,18 Robinson Avenue,Perth,WA,Corporate,Mihael Khan,Critical,Smiths Bulldog Clip,Office Supplies,Wrap Bag,19,$2.31 ,$3.78 ,$1.47 ,$70.38 
5911-1,5/24/2015,2015,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,17,$0.90 ,$2.10 ,$1.20 ,$33.19 
5913-1,5/24/2015,2015,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,49,$3.75 ,$7.08 ,$3.33 ,$349.27 
5914-1,5/26/2015,2015,Patrick Ryan,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Corporate,Yvette Biti,Critical,12 Colored Short Pencils,Office Supplies,Wrap Bag,8,$1.09 ,$2.60 ,$1.51 ,$22.37 
5916-1,5/27/2015,2015,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Not Specified,Beekin 105-Key Black Keyboard,Technology,Small Box,7,$6.39 ,$19.98 ,$13.59 ,$131.27 
5917-1,5/28/2015,2015,Lynn Smith,"61A Bay Road,Wollstonecraft",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,12 Colored Short Pencils,Office Supplies,Wrap Bag,42,$1.09 ,$2.60 ,$1.51 ,$106.14 
5919-1,5/29/2015,2015,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,Artisan 474 Labels,Office Supplies,Small Box,24,$1.84 ,$2.88 ,$1.04 ,$65.27 
5921-1,5/31/2015,2015,George Bell,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,1726 Digital Answering Machine,Technology,Medium Box,18,$8.82 ,$20.99 ,$12.17 ,$382.63 
5923-1,5/31/2015,2015,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,3,$1.87 ,$8.12 ,$6.25 ,$26.46 
5925-1,5/31/2015,2015,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Low,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,43,$14.95 ,$34.76 ,$19.81 ,"$1,383.33 "
5927-1,6/1/2015,2015,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Apex Box Cutter Scissors,Office Supplies,Small Pack,35,$4.19 ,$10.23 ,$6.04 ,$359.15 
5928-1,6/8/2015,2015,Michael Chen,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Consumer,Samantha Chairs,Critical,300 Series Non-Flip,Technology,Small Box,21,$62.40 ,$155.99 ,$93.59 ,"$3,021.81 "
5930-1,6/8/2015,2015,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,Not Specified,HFX LaserJet 3310 Copier,Technology,Large Box,41,$377.99 ,$599.99 ,$222.00 ,"$22,410.12 "
5931-1,6/10/2015,2015,Alan Schoenberger,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Corporate,Preston Senome,Critical,Multimedia Mailers,Office Supplies,Small Box,36,$99.39 ,$162.93 ,$63.54 ,"$5,357.58 "
5932-1,6/10/2015,2015,Liz MacKendrick,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Standard Envelopes,Office Supplies,Small Box,8,$3.52 ,$5.68 ,$2.16 ,$44.56 
5933-1,6/11/2015,2015,Tamara Chand,"96 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Low,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Small Pack,22,$3.51 ,$8.57 ,$5.06 ,$175.83 
5935-1,6/11/2015,2015,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,High,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,24,$0.93 ,$1.60 ,$0.67 ,$38.15 
5937-1,6/13/2015,2015,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Aluminum Document Frame,Furniture,Small Pack,8,$5.50 ,$12.22 ,$6.72 ,$90.83 
5938-1,6/14/2015,2015,Annie Cyprus,"101 Murray Street, Perth",Melbourne,VIC,Home Office,Connor Betts,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,23,$1.31 ,$2.84 ,$1.53 ,$62.33 
5939-1,6/20/2015,2015,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,16,$4.59 ,$7.28 ,$2.69 ,$119.48 
5941-1,6/21/2015,2015,Erica Bern,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Medium,Colored Envelopes,Office Supplies,Small Box,42,$2.25 ,$3.69 ,$1.44 ,$148.18 
5943-1,6/25/2015,2015,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Medium,12 Colored Short Pencils,Office Supplies,Wrap Bag,26,$1.09 ,$2.60 ,$1.51 ,$64.59 
5943-2,6/25/2015,2015,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Medium,TechSavi Cordless Navigator Duo,Technology,Small Box,34,$42.11 ,$80.98 ,$38.87 ,"$2,705.43 "
5944-1,6/25/2015,2015,Beth Paige,"32/82 King Street, Perth",Sydney,NSW,Consumer,Tina Carlton,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,5,$1.18 ,$1.88 ,$0.70 ,$10.14 
5947-1,6/27/2015,2015,Stefania Perrino,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,50,$3.65 ,$5.98 ,$2.33 ,$294.51 
5949-1,6/27/2015,2015,Arianne Irving,"14 Money Street, Perth",Melbourne,VIC,Corporate,Connor Betts,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,44,$1.53 ,$2.78 ,$1.25 ,$115.10 
5951-1,6/27/2015,2015,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,1,$2.18 ,$3.52 ,$1.34 ,$10.21 
5952-1,6/28/2015,2015,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,Artisan Binder Labels,Office Supplies,Small Box,32,$2.45 ,$3.89 ,$1.44 ,$119.04 
5955-1,6/28/2015,2015,Max Engle,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,TechSavi Internet Navigator Keyboard,Technology,Small Box,6,$6.51 ,$30.98 ,$24.47 ,$190.52 
5956-1,6/29/2015,2015,Michelle Huthwaite,"155 Oxford Street,Darlinghurst",Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan 474 Labels,Office Supplies,Small Box,49,$1.84 ,$2.88 ,$1.04 ,$140.70 
5960-1,7/2/2015,2015,Karen Ferguson,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Critical,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,1,$11.11 ,$19.84 ,$8.73 ,$22.95 
5962-1,7/4/2015,2015,Ralph Kennedy,"53-55 Liverpool Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,3Max Polarizing Light Filter Sleeves,Furniture,Small Pack,44,$11.38 ,$18.65 ,$7.27 ,$799.75 
5964-1,7/4/2015,2015,Patrick Ryan,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Non-Stick Binders,Office Supplies,Small Box,15,$2.74 ,$4.49 ,$1.75 ,$65.47 
5965-1,7/5/2015,2015,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Critical,1726 Digital Answering Machine,Technology,Medium Box,49,$8.82 ,$20.99 ,$12.17 ,$971.61 
5967-1,7/9/2015,2015,Keith Dawkins,"402 Argyle St,Moss Vale",Sydney,NSW,Home Office,Natasha Song,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,7,$56.16 ,$136.98 ,$80.82 ,$964.17 
5968-1,7/11/2015,2015,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Small Business,Charlie Bui,Medium,Smiths Pushpins,Office Supplies,Wrap Bag,22,$0.94 ,$1.88 ,$0.94 ,$39.25 
5969-1,7/12/2015,2015,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,1,$11.04 ,$16.98 ,$5.94 ,$28.86 
5971-1,7/14/2015,2015,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,48,$3.48 ,$5.43 ,$1.95 ,$248.56 
5973-1,7/15/2015,2015,Barry Gonzalez,"1/20 Pendal Lane, Perth",Sydney,NSW,Consumer,Phoebe Gour,Low,Lumi Crayons,Office Supplies,Wrap Bag,21,$5.22 ,$9.85 ,$4.63 ,$190.99 
5974-1,7/16/2015,2015,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Colored Push Pins,Office Supplies,Wrap Bag,48,$0.92 ,$1.81 ,$0.89 ,$86.70 
5976-1,7/17/2015,2015,Barry Blumstein,"3/265 Stirling Street, Perth",Sydney,NSW,Small Business,Samantha Chairs,High,"Message Book, One Form per Page",Office Supplies,Wrap Bag,13,$2.41 ,$3.71 ,$1.30 ,$47.27 
5977-1,7/18/2015,2015,Cynthia Delaney,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,Natasha Song,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,21,$2.50 ,$5.68 ,$3.18 ,$114.53 
5978-1,7/18/2015,2015,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Poly Binder Pockets,Office Supplies,Small Box,43,$2.26 ,$3.58 ,$1.32 ,$147.09 
5980-1,7/19/2015,2015,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Medium,Binder Posts,Office Supplies,Small Box,41,$3.50 ,$5.74 ,$2.24 ,$221.52 
5982-1,7/20/2015,2015,Neil French,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Critical,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Small Pack,26,$4.10 ,$9.31 ,$5.21 ,$231.52 
5983-1,7/23/2015,2015,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,Low,Adesso Programmable 142-Key Keyboard,Technology,Small Box,14,$32.02 ,$152.48 ,$120.46 ,"$2,074.68 "
5984-1,7/23/2015,2015,Frank Atkinson,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Alto Memo Cubes,Office Supplies,Wrap Bag,1,$3.32 ,$5.18 ,$1.86 ,$7.22 
5985-1,7/23/2015,2015,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,8,$1.18 ,$1.88 ,$0.70 ,$15.78 
5987-1,7/24/2015,2015,Christopher Conant,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,Connor Betts,High,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,21,$1.19 ,$1.98 ,$0.79 ,$45.93 
5988-1,7/24/2015,2015,Fred Chung,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,High,Pizazz Colored Pencils,Office Supplies,Wrap Bag,35,$1.76 ,$2.94 ,$1.18 ,$94.45 
5990-1,7/25/2015,2015,Annie Thurman,"101 Murray Street, Perth",Melbourne,VIC,Home Office,Yvette Biti,High,"Adams ""While You Were Out"" Message Pads",Office Supplies,Wrap Bag,43,$1.88 ,$3.14 ,$1.26 ,$126.71 
5990-2,7/25/2015,2015,Annie Thurman,"101 Murray Street, Perth",Melbourne,VIC,Home Office,Yvette Biti,High,Barrel Sharpener,Office Supplies,Small Pack,19,$1.46 ,$3.57 ,$2.11 ,$66.57 
5993-1,7/25/2015,2015,Greg Tran,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,Critical,Self-Adhesive Removable Labels,Office Supplies,Small Box,17,$1.98 ,$3.15 ,$1.17 ,$51.36 
5994-1,7/26/2015,2015,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Consumer,Mihael Khan,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,20,$4.59 ,$7.28 ,$2.69 ,$142.19 
5996-1,7/26/2015,2015,Carl Jackson,"6 Mary St,Newtown",Sydney,NSW,Corporate,Samantha Chairs,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,12,$4.53 ,$7.30 ,$2.77 ,$92.69 
5997-1,7/27/2015,2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Low,Binder Clips by OIC,Office Supplies,Wrap Bag,37,$0.93 ,$1.48 ,$0.55 ,$53.27 
5997-2,7/27/2015,2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Low,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,28,$11.11 ,$19.84 ,$8.73 ,$515.18 
6000-1,7/29/2015,2015,Jack Lebron,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,38,$1.53 ,$2.78 ,$1.25 ,$96.42 
6001-1,7/29/2015,2015,Toby Grace,"324A King St,Newtown",Sydney,NSW,Home Office,Mihael Khan,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,15,$54.29 ,$90.48 ,$36.19 ,"$1,363.62 "
6002-1,7/30/2015,2015,Lycoris Saunders,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,High,Artisan 487 Labels,Office Supplies,Small Box,48,$2.29 ,$3.69 ,$1.40 ,$159.91 
6003-1,7/30/2015,2015,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,Medium,TechSavi Cordless Access Keyboard,Technology,Small Box,27,$14.70 ,$29.99 ,$15.29 ,$774.74 
6005-1,8/1/2015,2015,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,Critical,TechSavi Cordless Navigator Duo,Technology,Small Box,22,$42.11 ,$80.98 ,$38.87 ,"$1,610.58 "
6006-1,8/2/2015,2015,Nora Pelletier,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Cando PC940 Copier,Technology,Large Box,29,$216.00 ,$449.99 ,$233.99 ,"$13,074.20 "
6007-1,8/2/2015,2015,Tracy Collins,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,44,$12.39 ,$19.98 ,$7.59 ,$823.35 
6009-1,8/3/2015,2015,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Low,Economy Binders,Office Supplies,Small Box,20,$1.33 ,$2.08 ,$0.75 ,$38.93 
6011-1,8/7/2015,2015,Astrea Jones,"3/265 Stirling Street, Perth",Sydney,NSW,Corporate,Leighton Forrest,Critical,Unpadded Memo Slips,Office Supplies,Wrap Bag,16,$2.59 ,$3.98 ,$1.39 ,$60.92 
